name,name_en,scientific_name,common_names,family,category,habitat_types,water_types,depth_range_min,depth_range_max,temperature_range_min,temperature_range_max,geographic_zones,countries,fao_zones,average_size_cm,max_size_cm,average_weight_kg,max_weight_kg,rarity,icon_url,photo_url,description,fishbase_id,gbif_id
Corb,,Sciaena umbra,,Sciaenidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Poisson-Corb.jpg/120px-Poisson-Corb.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Poisson-Corb.jpg/120px-Poisson-Corb.jpg,Sciaena umbra,,
Maigre,,Argyrosomus regius,,Sciaenidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"Le Maigre ou Courbine (Argyrosomus regius), parfois surnommé Grogneur, est une espèce de poissons marins de la famille des sciænidés.",,
Ombrine bronze,,Umbrina canariensis,,Sciaenidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,L'ombrine bronze (Umbrina canariensis) est une espèce de poissons marins appartenant à la famille des Sciaenidae.,,
Ombrine commune,,Umbrina cirrosa,,Sciaenidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Umbrina_cirrosa_Acquario_di_Genova.jpg/120px-Umbrina_cirrosa_Acquario_di_Genova.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Umbrina_cirrosa_Acquario_di_Genova.jpg/120px-Umbrina_cirrosa_Acquario_di_Genova.jpg,L'ombrine commune (Umbrina cirrosa) est une espèce de poissons marins de la famille des Sciaenidae.,,
Bonite à dos rayé,,Sarda sarda,,Scombridae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Sarda_sarda.jpg/120px-Sarda_sarda.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Sarda_sarda.jpg/120px-Sarda_sarda.jpg,"La bonite à dos rayé (Sarda sarda), aussi appelée pélamide (du latin Pelamis, signifiant jeune thon), est un poisson de la famille des scombridés. C'est une bonite que l'on trouve de l'Atlantique à la mer Méditerranée et la mer Noire.",,
Bonite à ventre rayé,,Katsuwonus pelamis,,Scombridae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Kapel_u0.gif/120px-Kapel_u0.gif,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Kapel_u0.gif/120px-Kapel_u0.gif,"Katsuwonus pelamis, communément appelé Bonite à ventre rayé, ou commercialement thon listao, thon rose ou thon rosé (skipjack tuna en anglais), est une espèce de poissons de la famille des Scombridae. C'est l'unique espèce du genre Katsuwonus (monotypique), donc proprement classé comme autre qu'un thon.",,
Maquereau,,Scomber scombrus,,Scombridae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Scsco_u0.gif/120px-Scsco_u0.gif,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Scsco_u0.gif/120px-Scsco_u0.gif,"Le Maquereau (Scomber scombrus), maquereau bleu ou maquereau commun est une espèce de poissons téléostéens de haute mer, apprécié pour sa chair et faisant l'objet d'une pêche industrielle.",,
Maquereau espagnol,,Scomber japonicus,,Scombridae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Scomber_japonicus_%28Matsuwasaba%29.jpg/120px-Scomber_japonicus_%28Matsuwasaba%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Scomber_japonicus_%28Matsuwasaba%29.jpg/120px-Scomber_japonicus_%28Matsuwasaba%29.jpg,Le maquereau espagnol Pacifique (Scomber japonicus) est une espèce de poissons marins de la famille des Scombridae. Il est également appelé maquereau blanc ou billard.,,
Palomète,,Orcynopsis unicolor,,Scombridae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Orcynopsis_unicolor_Cada.gif/120px-Orcynopsis_unicolor_Cada.gif,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Orcynopsis_unicolor_Cada.gif/120px-Orcynopsis_unicolor_Cada.gif,"Orcynopsis unicolor est une espèce de poissons marins appartenant à la famille des Scombridae. Elle est appelée Palomète, nom vernaculaire qu'elle partage avec Trachinotus ovatus. Orcynopsis unicolor est la seule espèce de son genre Orcynopsis.",,
Thon blanc,,Thunnus alalunga,,Scombridae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,Germon,,
Thon rouge de l'Atlantique,,Thunnus thynnus,,Scombridae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"Le thon rouge du Nord (Thunnus thynnus), aussi appelé thon rouge de l'Atlantique ou  « scombres », ou thon rouge de Méditerranée plus au sud, est l'une des trois espèces de thons rouges avec le thon rouge du Pacifique (Thunnus orientalis) et le thon rouge du Sud (Thunnus maccoyii).",,
Daurade royale,,Sparus aurata,,Sparidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Sparus_aurata.Dourada.jpg/120px-Sparus_aurata.Dourada.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Sparus_aurata.Dourada.jpg/120px-Sparus_aurata.Dourada.jpg,Sparus aurata · Daurade,,
Dorade grise,,Spondyliosoma cantharus,,Sparidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"La dorade grise (Spondyliosoma cantharus) est une espèce de poissons de la famille des Sparidae, également appelé canthère, griset ou tanude.",,
Sar commun,,Diplodus sargus,,Sparidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,Diplodus sargus,,
Sar à museau pointu,,Diplodus puntazzo,,Sparidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Diplodus_puntazzo_Guido_Picchetti.jpg/120px-Diplodus_puntazzo_Guido_Picchetti.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Diplodus_puntazzo_Guido_Picchetti.jpg/120px-Diplodus_puntazzo_Guido_Picchetti.jpg,Le Sar à museau pointu (Diplodus puntazzo) est une espèce de la famille des sparidés pouvant atteindre jusqu'à 60 cm de long. Il est présent en Atlantique Est et en Méditerranée.,,
Sar tambour,,Diplodus cervinus,,Sparidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"Diplodus cervinus, communément nommé sar tambour ou sar à grosses lèvres, est une espèce de poissons osseux de la famille des sparidés.",,
Sar à tête noire,,Diplodus vulgaris,,Sparidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,Sar à tête noire,,
